memory,memoryID,seeAlso
Groups -- sororities -- Pi Beta Phi,728,0
Groups -- sororities -- Sorosis,729,759
Groups -- sororities -- Theta chapter Alpha,730,0
Housing -- dormitories,731,0
Housing -- dormitories -- Adelia Cheever,732,0
Housing -- dormitories -- Betsy Barbour,733,0
Housing -- dormitories -- Chapter House,734,0
Housing -- dormitories -- Cheever home,735,0
Housing -- dormitories -- Grace Greenwood,736,0
Housing -- dormitories -- Helen Newberry,737,0
Housing -- dormitories -- League House,738,0
Housing -- dormitories -- Martha Cook,739,27
Housing -- dormitories -- Newberry Hall,740,0
Housing -- rooming houses,741,0
Housing -- rooming houses -- Mother Motley,742,0
Housing -- rooming houses -- Mrs. Altha Merrigr,743,0
Housing -- rooming houses -- Mrs. Cheever's Rooming House,744,0
Housing -- rooming houses -- Mrs. Tremper Rooming House,745,0
Housing -- rooming houses -- Ottmer's,746,0
Housing -- rooming houses -- YMCA house,747,0
Housing -- sororities,748,0
Housing -- sororities -- Alpha Nu,749,0
Housing -- sororities -- Alpha Phi,750,0
Housing -- sororities -- Delta Gamma,751,0
Housing -- sororities -- Kappa Alpha Theta,752,0
Housing -- sororities -- Kappa Delta,753,0
Housing -- sororities -- League house,754,0
Housing -- sororities -- Pi Beta Phi,756,0
Housing -- sororities -- Pi Phi,757,0
Housing -- sororities -- Rushing/negative,758,0
Housing -- sororities -- Sorosis,759,729
Interpersonal relationships -- friendship,760,0
Interpersonal relationships -- romantic,761,0
Learning -- academic freedom,762,0
Learning -- appreciation of the arts,763,0
Learning -- competition,764,0
Learning -- courses,765,0
Learning -- courses -- Advanced rhetoric,766,0
Learning -- courses -- Aesthetics,767,0
Learning -- courses -- American History,768,0
Learning -- courses -- American Literature,769,0
Learning -- courses -- Analytic Geometry,770,0
Learning -- courses -- Anatomy,771,0
Learning -- courses -- Archaeology,772,0
Learning -- courses -- Aristophanes,773,0
Learning -- courses -- Art,774,0
Learning -- courses -- Astronomy,775,0
Learning -- courses -- Bacteriology Lab,776,0
Learning -- courses -- Beginning Philosophy,777,0
Learning -- courses -- Bible courses,778,0
Learning -- courses -- Bibliography,779,0
Learning -- courses -- Biology,780,0
Learning -- courses -- Biology Labs,781,0
Learning -- courses -- Book Reviews,782,0
Learning -- courses -- Botany,783,0
Learning -- courses -- Browning,784,0
Learning -- courses -- Business Law,786,0
Learning -- courses -- Chaucer,787,0
Learning -- courses -- Chemistry,790,0
Learning -- courses -- Chemistry Lab,791,0
Learning -- courses -- Child Hygiene,792,0
Learning -- courses -- Chinese poetry,793,0
Learning -- courses -- Choral Union,794,0
Learning -- courses -- Chorus,795,0
Learning -- courses -- Classics,796,0
Learning -- courses -- Comparative Literature,797,0
Learning -- courses -- Composition,798,0
Learning -- courses -- Constitutional Law,799,0
Learning -- courses -- Contemporary Drama,800,0
Learning -- courses -- Creative Listening,802,0
Learning -- courses -- Dante,803,0
Learning -- courses -- Differential equations,804,0
Learning -- courses -- Dissecting,805,0
Learning -- courses -- Drawing,806,0
Learning -- courses -- Economics,807,0
Learning -- courses -- Education,808,0
Learning -- courses -- English,809,0
Learning -- courses -- English Bible,810,0
Learning -- courses -- English Composition,811,0
Learning -- courses -- English History,812,0
Learning -- courses -- English Literature,813,0
Learning -- courses -- Ethics,814,0
Learning -- courses -- European History,815,0
Learning -- courses -- Faerie Queen,816,0
Learning -- courses -- Faust,817,0
Learning -- courses -- Fine Arts,819,0
"Learning -- courses -- Francois, Victor",820,0
Learning -- courses -- French,821,0
Learning -- courses -- Freshman Rhetoric,822,0
Learning -- courses -- General chemistry,823,0
Learning -- courses -- Geology,824,0
Learning -- courses -- German,826,0
Learning -- courses -- German Conversation,827,0
Learning -- courses -- German Literature,828,0
Learning -- courses -- German Philosophy,829,0
Learning -- courses -- Greek,830,0
Learning -- courses -- Greek Antiquities,831,0
Learning -- courses -- Greek Archaeology,832,0
Learning -- courses -- Greek Art,833,0
Learning -- courses -- Greek Art & Archaeology,834,0
Learning -- courses -- Greek Drama,835,0
Learning -- courses -- Greek Grammar,836,0
Learning -- courses -- Greek Literature,837,0
Learning -- courses -- Greek Tragedy,838,0
Learning -- courses -- Gymnasium,839,0
Learning -- courses -- Health & Hygiene,840,0
Learning -- courses -- Heat (Lab),841,0
Learning -- courses -- Hegel,842,0
Learning -- courses -- History,843,0
Learning -- courses -- History of Middle Ages,845,0
Learning -- courses -- History of Music,846,0
Learning -- courses -- History of Pedagogy,844,0
Learning -- courses -- History of Treaties,847,0
Learning -- courses -- Homer,848,0
Learning -- courses -- Hygiene,849,0
Learning -- courses -- Idylls of Theocrates,851,0
Learning -- courses -- Iliad,852,0
Learning -- courses -- Inorganic Chemistry,853,0
Learning -- courses -- International Law,854,0
Learning -- courses -- Interpretive Reading,855,0
Learning -- courses -- Journalism,856,0
Learning -- courses -- Languages,858,0
Learning -- courses -- Latin,859,0
Learning -- courses -- Law lectures,861,0
"Learning -- courses -- Library, German",862,0
Learning -- courses -- Literary Criticism,863,0
Learning -- courses -- Literature,864,0
Learning -- courses -- Logic,866,0
Learning -- courses -- Materia Medica,867,0
Learning -- courses -- Math,868,0
Learning -- courses -- Medieval French Art,869,0
Learning -- courses -- Medieval History,870,0
Learning -- courses -- Medieval Literature,871,0
Learning -- courses -- Milton seminar,872,0
Learning -- courses -- Modern Writers,874,0
Learning -- courses -- Montaigne,875,0
Learning -- courses -- Music,876,0
Learning -- courses -- Musical Instruments,877,0
Learning -- courses -- Newberry,879,0
Learning -- courses -- Old French & Italian,880,0
Learning -- courses -- Oratory Department,881,0
Learning -- courses -- Organic Chemistry,882,0
Learning -- courses -- Oriental Art,883,0
Learning -- courses -- Party Politics,884,0
Learning -- courses -- Pascal,885,0
Learning -- courses -- Pathology,886,0
Learning -- courses -- Pedagogy,887,0
Learning -- courses -- Philosophy,888,0
Learning -- courses -- Philosophy of Religion,889,0
Learning -- courses -- Physical Education,891,0
Learning -- courses -- Physics,892,0
Learning -- courses -- Physiology,893,0
Learning -- courses -- Physiology,894,0
Learning -- courses -- Political Economy,895,0
Learning -- courses -- Politics and Government,896,0
"Learning -- courses -- Pre-seminar, Hygiene",897,0
Learning -- courses -- Psychology,898,0
Learning -- courses -- Public Speaking,899,0
Learning -- courses -- Qualitative Analysis,900,0
Learning -- courses -- Reading recitals,901,0
Learning -- courses -- Religion,902,0
Learning -- courses -- Rhetoric,903,0
Learning -- courses -- Rhetoric Composition,904,0
Learning -- courses -- Roman Archaeology,905,0
Learning -- courses -- Roman History,906,0
Learning -- courses -- Roman Politics,907,0
Learning -- courses -- Sanitary Science,908,0
Learning -- courses -- Sanskrit,909,0
Learning -- courses -- Shakespeare,910,0
Learning -- courses -- Short Story,911,0
Learning -- courses -- Sketching group,912,0
Learning -- courses -- Social Organizations,913,0
Learning -- courses -- Sociology,914,0
"Learning -- courses -- Sociology, Writing",916,0
Learning -- courses -- Spanish,917,0
Learning -- courses -- Speech,918,0
"Learning -- courses -- Spinoza, Philosophy",919,0
Learning -- courses -- Star chamber,920,0
Learning -- courses -- Survey English Literature,921,0
Learning -- courses -- Teutonic Language & Literature,922,0
Learning -- courses -- UM Biological Camp,923,0
Learning -- courses -- Wagner,924,0
Learning -- courses -- Western History,925,0
Learning -- courses -- Women's gym class,926,0
"Learning -- courses -- Writing, Browning",927,0
Learning -- courses -- Written Criticism,928,0
Learning -- courses -- Zoology,929,0
Learning -- critical thinking,930,0
"Faculty -- Kauffman, Calvin H.",935,0
Learning -- intellectual awareness,939,0
Learning -- other -- 9th in family to attend UM,940,0
Learning -- other -- Alma mater is a dura mater,941,0
Learning -- other -- Appreciation of sciences,942,0
Learning -- other -- Appt. Asst. Botany at UM,943,0
Learning -- other -- Blue books,944,0
Learning -- other -- Courtesy,945,0
Learning -- other -- Cramming,946,0
Learning -- other -- Critical reasoning,947,0
Learning -- other -- Desire to travel,948,0
Learning -- other -- Discussions,949,0
Learning -- other -- Effort improve nursing education,950,0
Learning -- other -- Eight am classes,951,0
Learning -- other -- Elect Phi Beta Kappa,952,0
Learning -- other -- Examinations,953,0
Learning -- other -- Father in 1st UM class,954,0
Learning -- other -- Fee lines,955,0
Learning -- other -- Grace Greenwood,956,0
Learning -- other -- Guest speakers,958,0
Learning -- other -- Hard work,959,0
Learning -- other -- High standard medical ethics,960,0
Learning -- other -- Librarian Davis,962,0
Learning -- other -- Loan scholarship,963,0
Learning -- other -- Marion Goodrich,964,0
Learning -- other -- Medical students/seat,965,0
Learning -- other -- Missing gym,966,0
Learning -- other -- Mr.Finney/Library,967,0
Learning -- other -- Practice Teaching at AAHS,968,0
Learning -- other -- Prof. Dow's Assistant,969,0
Learning -- other -- Registration,970,0
Learning -- other -- Study/work method,971,0
Learning -- other -- UM spirit,972,0
Learning -- other -- Women cheating,973,0
Learning -- other -- Writing papers,974,0
Publications -- Argonaut,975,0
Publications -- Castalian,976,0
Publications -- Chronicle,978,0
Publications -- Gargoyle,979,0
Publications -- Inlander,980,0
Publications -- Inlander,981,0
Publications -- Michigan Daily,982,0
Publications -- Oracle,983,0
Publications -- Stylus,984,0
Social Life -- concerts,985,0
Social Life -- concerts -- Band,986,0
Social Life -- concerts -- Choral Union,988,562
Social Life -- concerts -- Glee Club,989,0
Social Life -- concerts -- Marine Band,990,0
Social Life -- concerts -- May Festival,991,0
Social Life -- concerts -- Michigan operas,992,0
Social Life -- concerts -- Organ recitals,994,0
Social Life -- concerts -- PreFestival concert,995,0
Social Life -- concerts -- Recitals,1217,0
Social Life -- dances,997,0
Social Life -- dances -- Danced with an &quot;Indian&quot;,998,0
Social Life -- dances -- Engineering dances,999,0
Social Life -- dances -- Freshman girl's dance,1000,0
Social Life -- dances -- Granger's,1001,0
Social Life -- dances -- J Hop,1002,0
Social Life -- dances -- Junior Prom,1155,0
Social Life -- dances -- Leap Year Ball,1163,0
"Social Life -- dances -- Military Ball, 1918",1003,0
Social Life -- dances -- Senior prom,1004,0
Social Life -- dances -- Senior Swing out,1252,0
Social Life -- dances -- Snake dance,1005,0
Social Life -- dances -- Sophomore prom,1006,0
Social Life -- dances -- Swing Night,1284,0
Social Life -- dances -- Swingout,1007,0
Social Life -- dances -- Union,1008,0
Social Life -- dances -- Weekly /Michigan Union,1009,0
Social Life -- events  -- Midnight spreads,1187,0
Social Life -- events -- Cap Night,1063,0
Social Life -- events -- Class Night,1072,0
Social Life -- events -- Cotillion,1087,0
Social Life -- events -- Faculty evenings,1102,0
Social Life -- events -- Freshman rush,1121,0
Social Life -- events -- Freshman Spread,1122,0
Social Life -- events -- Freshman welcome,1123,0
Social Life -- events -- Freshman-Sophomore rush,1125,0
Social Life -- events -- High School girls; spread for,1146,0
Social Life -- events -- Homecoming,1148,0
Social Life -- events -- Lantern Night,1157,0
Social Life -- events -- May Day,1173,0
Social Life -- events -- Senior breakfast,1234,0
Social Life -- events -- Senior dinner,1235,0
Social Life -- events -- Senior Girl's Night,1241,0
Social Life -- events -- Senior reception,1247,0
Social Life -- events -- Senior Supper,1251,0
Social Life -- events -- Senior year events,1370,0
Social Life -- events -- Shirt tail parade,1255,0
Social Life -- events -- Tug of War,1290,0
Social Life -- events -- Christmas Breakfast Martha Cook,1327,0
Social Life -- faculty wives,1010,0
"Social Life -- faculty wives -- Andrews, Mrs.",1016,0
"Social Life -- faculty wives -- Angell, Mrs.",1017,0
"Social Life -- faculty wives -- Carhart, Mrs.",1018,0
"Social Life -- faculty wives -- Cheever, Sunderland",1012,0
"Social Life -- faculty wives -- Dewey, Mrs.",1019,0
"Social Life -- faculty wives -- D'Ooge, Mrs.",1020,0
Social Life -- faculty wives -- duPont,1014,0
"Social Life -- faculty wives -- Gayley-Browne, Mrs.",1021,0
Social Life -- faculty wives -- Mrs. Jordan,1023,0
"Social Life -- faculty wives -- Kelsey, Mrs.",1024,0
"Social Life -- faculty wives -- Lombard, Mrs.",1025,0
Social Life -- faculty wives -- Markley Dr./Mrs.,1013,0
"Social Life -- faculty wives -- McLaughlin, Mrs.",1026,0
"Social Life -- faculty wives -- Morris, George, Mrs.",1011,0
"Social Life -- faculty wives -- Prescott, Mrs. A",1031,0
"Social Life -- faculty wives -- Smith, Shirley Mrs.",1027,0
"Social Life -- faculty wives -- Soule, Hamilton Mrs.",1022,0
"Social Life -- faculty wives -- Stanley, Mrs.",1028,0
"Social Life -- faculty wives -- Sunderland, Mrs.",1029,0
"Social Life -- faculty wives -- Vaughn, Mrs. V.",1030,0
Groups -- departmental -- Classical Club,1076,0
Groups -- musical -- French Blue Devils Band,1113,0
Groups -- national origin and foreign interest -- French Club,1114,0
Groups -- drama and theater -- Masques Club,1171,0
Groups -- honorary -- Michigamua initiation,1185,0
Social Life -- music and singing,1257,0
Social Life -- music and singing -- 1st class song,1038,0
Social Life -- music and singing -- Afternoon music,1041,0
Social Life -- music and singing -- College sings,1080,0
Social Life -- music and singing -- Dekes singing,1092,0
Social Life -- music and singing -- Group sings,1136,0
Social Life -- music and singing -- Hawaiian serenade,1143,0
Social Life -- music and singing -- last sing of 1913 class,1159,0
Social Life -- music and singing -- Michigan songs,1183,0
Social Life -- music and singing -- Senior sings,1248,0
Social Life -- music and singing -- Serenades,1254,0
Social Life -- music and singing -- Sings,1259,0
Social Life -- music and singing -- UM sings,1295,0
Social Life -- music and singing -- UM songs,1296,0
Social Life -- music and singing -- Varsity yells,1301,0
Social Life -- music and singing -- Victors,1302,0
Social Life -- music and singing -- Yellow and the Blue,1331,0
Social Life -- other,1034,0
Social Life -- other -- &quot;Big Four&quot; of outstanding girls,1036,0
Social Life -- other -- AA people kindness,1040,0
Social Life -- other -- Alumnae meeting,1044,0
Social Life -- other -- Ann Arbor homes,1045,0
Social Life -- other -- Art exhibits,1046,0
Social Life -- other -- Aurora Borealis,1047,0
Social Life -- other -- Being part of large crowds,1051,0
Social Life -- other -- Bloomers incident,1052,0
Social Life -- other -- Bob sledding,1053,0
Social Life -- other -- Bon fires,1054,0
Social Life -- other -- Bonfire/Angell,1055,0
Social Life -- other -- Boys' good behavior,1056,0
Social Life -- other -- Boys' negative attitude,1057,0
Social Life -- other -- Cabaret,1059,0
Social Life -- other -- Campus chimes,1060,0
Social Life -- other -- Cap & Gown,1061,0
Social Life -- other -- Changes women changes in women's character,1064,0
Social Life -- other -- Chinese Laundry,1065,0
Social Life -- other -- Choir,1066,0
Social Life -- other -- Christmas,1068,0
Social Life -- other -- Church socials,1071,0
Social Life -- other -- Coasting,1078,0
Social Life -- other -- Coed,1079,0
Social Life -- other -- College spirit,1081,0
Social Life -- other -- Commuter-missed social life/cmps,1083,0
Social Life -- other -- County Fairs,1089,0
Social Life -- other -- Developed socially,1093,0
Social Life -- other -- Disgusting,1094,0
Social Life -- other -- D'Ooge home,1095,0
Social Life -- other -- Dress,1096,0
Social Life -- other -- Entertainments,1099,0
Social Life -- other -- Epsworth League,1100,0
Social Life -- other -- Faculty & townspeople quietly entertaining students,1101,0
Social Life -- other -- Faculty homes,1103,0
Social Life -- other -- First/Last days,1107,0
Social Life -- other -- Football games,1109,0
Social Life -- other -- Free association of men and women,1112,0
Social Life -- other -- Freshman office,1119,0
Social Life -- other -- Freshman/continental cocked hat,1124,0
Social Life -- other -- Fund raiser-women,1126,0
Social Life -- other -- Girls' manner of dress,1129,0
Social Life -- other -- Girls not chaperoned,1130,0
Social Life -- other -- Grafitti-(Greek),1132,0
Social Life -- other -- Graveyard raid,1134,0
Events -- other -- Guest lectures,1137,0
Social Life -- other -- Hardworking men,1141,0
Social Life -- other -- Hat pool,1142,0
Social Life -- other -- Hazing,1144,0
Social Life -- other -- Hikes,1147,0
Social Life -- other -- Informality,1150,0
Social Life -- other -- Initiation,1151,0
Social Life -- other -- Instructor/date,1152,0
Social Life -- other -- last class (1890)/football rush,1158,0
Social Life -- other -- League dinner,1160,0
Social Life -- other -- League House,1161,0
Social Life -- other -- Library chimes,1165,0
Social Life -- other -- Maison francaise,1167,0
Social Life -- other -- Maize & Blue,1168,0
Social Life -- other -- Making fudge,1169,0
Social Life -- other -- Mass meetings,1172,0
Social Life -- other -- Memory M books,1176,0
Social Life -- other -- Men non-destructive,1177,0
Social Life -- other -- Men's prank,1178,0
Social Life -- other -- Messiah,1179,0
Social Life -- other -- Michigan League,1181,0
Social Life -- other -- Michigan Union Circus,1184,0
Social Life -- other -- Miss Greenwood,1188,0
Social Life -- other -- Mormon acquaintances,1190,0
Social Life -- other -- Mortarboard,1191,0
Social Life -- other -- no orent. for grad.students,1197,0
Social Life -- other -- Open houses,1033,0
Social Life -- other -- Overall social life,1201,0
Social Life -- other -- Pep meetings,1208,0
Social Life -- other -- Picnics,1209,0
Social Life -- other -- Practical joke,1211,0
Social Life -- other -- Pranks,1212,0
Social Life -- other -- President Women's League,1213,0
Social Life -- other -- Prevailing courtesy,1214,0
Social Life -- other -- Reprimand re/no socializing at UM,1218,0
Social Life -- other -- Return from summer,1219,0
Social Life -- other -- Reunions,1344,0
Social Life -- other -- Rides to Ypsilanti & Detroit,1035,0
Social Life -- other -- Roller skating,1220,0
Social Life -- other -- Rude University men,1222,0
Social Life -- other -- Rush,1223,0
Social Life -- other -- Rushing theatre,1230,0
Social Life -- other -- Saturday at Union,1231,0
Social Life -- other -- School Girl's Glen,1232,0
Social Life -- other -- Simple life,1256,0
Social Life -- other -- Sleighing to Ypsilanti,1260,0
Social Life -- other -- Social calls,1262,0
Social Life -- other -- Social life important,1264,0
Social Life -- other -- Solving world problems,1265,0
Social Life -- other -- Street car derailment,1273,0
Social Life -- other -- Student circus,1275,0
Social Life -- other -- Student meetings,1276,0
Social Life -- other -- Student mischief,1277,0
Social Life -- other -- Student Volunteer,1278,0
Social Life -- other -- Student's Poverty,1279,0
"Social Life -- other -- Summer camp, Lake Geneva",1280,0
Social Life -- other -- Sunday dinner/Freeman,1281,0
Social Life -- other -- Sunday incident,1282,0
Social Life -- events -- Sunday morning breakfasts,1283,0
Social Life -- other -- Too much dating,1287,0
Social Life -- other -- Total-wonderful memory,1288,0
Social Life -- other -- Town & Gown fight,1289,0
Social Life -- other -- Twelve tickets for $3.00,1346,0
Social Life -- other -- Twilight recitals,1294,0
"Social Life -- other -- UM spirit, enthusiasm",1299,0
"Social Life -- other -- UM spirit, loyalty",1300,0
Social Life -- other -- Welcome,1308,0
Social Life -- other -- Whitney,1309,0
Social Life -- other -- Whole student body,1311,0
Social Life -- other -- Wholesome entertainment,1312,0
Social Life -- other -- Women didn't work hard,1313,0
Social Life -- other -- Women smoking,1314,0
Social Life -- other -- Women's dress,1316,0
Social Life -- other -- Women's League,1317,0
Social Life -- other -- Ypsi Yell,1332,0
Social Life -- other -- YWCA,1333,0
Social Life -- parties and celebrations,1202,0
Social Life -- events -- Alumnae breakfast,1043,0
Social Life -- parties and celebrations -- Banquets,1049,0
Social Life -- parties and celebrations -- Basketball banquet,1050,0
Social Life -- parties and celebrations -- Class parties,1074,0
Social Life -- parties and celebrations -- Faculty teas,1104,0
Social Life -- parties and celebrations -- Fancy dress parties,1105,0
Social Life -- parties and celebrations -- festivals,1032,0
Social Life -- parties and celebrations -- Freshman bonfire,1115,0
Social Life -- parties and celebrations -- Freshman Girl's Party,1118,0
Social Life -- parties and celebrations -- Freshman reception,1120,0
Social Life -- parties and celebrations -- Get togethers,1127,0
Social Life -- parties and celebrations -- Griffon Party,1135,0
Social Life -- parties and celebrations -- Halloween at &quot;Cup & Saucer&quot; Hollow,1138,0
Social Life -- parties and celebrations -- Halloween oyster roast,1139,0
Social Life -- parties and celebrations -- Halloween parties,1140,0
Social Life -- parties and celebrations -- House Parties,1149,0
Social Life -- parties and celebrations -- Keg parties at Cat Hollow,1156,0
Social Life -- parties and celebrations -- League parties,1162,0
Social Life -- parties and celebrations -- Leap Year Party,1164,0
Social Life -- parties and celebrations -- Martha Cook parties,1170,0
Social Life -- parties and celebrations -- Mixer,1189,0
Social Life -- parties and celebrations -- Mrs. Angell's tea,1193,0
Social Life -- parties and celebrations -- Promenade-'23,1216,0
Social Life -- parties and celebrations -- receptions,1341,0
Social Life -- parties and celebrations -- Roommate's wedding,1221,0
Social Life -- parties and celebrations -- Senior Girl's Banquet,1236,0
Social Life -- parties and celebrations -- Senior Law parties,1243,0
Social Life -- parties and celebrations -- Senior Society party,1250,0
Social Life -- parties and celebrations -- Spreads,1271,0
Social Life -- parties and celebrations -- Teas,1286,0
Social Life -- parties and celebrations -- Washington Birthday celebration,1307,0
Social Life -- parties and celebrations -- Women's banquet,1315,0
Social Life -- parties and celebrations -- Women's League banquet,1318,0
Social Life -- parties and celebrations -- Women's League Masque,1319,0
Social Life -- parties and celebrations -- Women's League parties,1320,0
Social Life -- parties and celebrations -- Wyvern house parties,1326,0
Social Life -- people -- Contact with foreign students,1084,0
Social Life -- people -- Continual drunkenness some (few) students ,1085,0
Social Life -- people -- Death of student,1091,0
Social Life -- people -- Drunken students,1097,0
Social Life -- people -- Ducking Freshmen,1098,0
Social Life -- people -- Janitor,1153,0
Social Life -- people -- Meeting Foreign students,1175,0
Social Life -- people -- Mrs. Barbour,1194,0
Social Life -- people -- Mrs. Israel Hall,1196,0
Social Life -- people -- Noah Cheever family,1198,0
Social Life -- people -- Professors reachable,1215,0
Social Life -- people -- Social Director Martha Cook,1263,0
Social Life -- plays,1334,0
Social Life -- plays -- Comedy Club Play,1337,545
Social Life -- plays -- German play,1338,0
Social Life -- plays -- Greek play in Latin language,1339,0
Social Life -- plays -- Junior Girls' Play,1335,0
Social Life -- plays -- Senior Girls' Play,1336,0
Social Life -- plays -- Whitney Theater,1340,0
UM Influence -- appreciation of arts,1347,0
UM Influence -- compete with men,1348,0
UM Influence -- conduct of life,1349,0
UM Influence -- negative impression,1350,0
"UM Influence -- network of friends,  (1921)",1351,0
UM Influence -- other -- Pres. Burton,1352,0
UM Influence -- other -- UM spirit,1353,0
UM Influence -- other; Angell,1354,0
UM Influence -- sense of civic responsibility,1355,0
UM Influence -- widened perspective,1356,0
